label,text,title
2,"Kylie Minogue isn't a very subtle performer - she's famous for hi-NRG floorfillers, not purring ballads. A ballad in the hands of a pop singer can be a nightmare but with Kylie, it's a dream and CHOCOLATE is a perfect example of it. Sweet and slow, it flows like its namesake throughout, with a catchy chorus that will for sure melt her fans down. Remixed for release, this CD also includes the funky CITY GAMES, two remixes (the EMO mix is the better one) and a live track, taken from her BODY LANGUAGE LIVE DVD, which should receive a late 2004 release in the USA.",Kylie takes a bite at subtlety....
2,This sound track was beautiful! It paints the senery in your mind so well I would recomend it even to people who hate vid. game music! I have played the game Chrono Cross but out of all of the games I have ever played it has the best music! It backs away from crude keyboarding and takes a fresher step with grate guitars and soulful orchestras. It would impress anyone who cares to listen! ^_^,Stuning even for the non-gamer
2,It is very convenient to have the charging cable available without having the cord all over the place in the way. Works well too.,nifty
2,Fine. Boys and the toys or trains I forget how many times kids can watch a movie and then watch it again,Grandson enjoyed maybe 20 times!
1,"This video is really a disappointment, it came with a Thomas piece so naturally my daughter picked it and I thought the bonus ""feature"" wouldn't be mixed in with the actually Thomas stories but I was wrong. My daughter easily lost interest when the people would come on and talk about loving Thomas and getting to ride the real Thomas train... I was totally annoyed.",Very annoying!
1,"I never write reviews but I just felt compelled after I saw this video. It's 70% listening to parents and kids think about Thomas and maybe 30% Thomas related. What is worse is that you have to fast forward through a bunch of the rambling in order to see what amounts to a 5 minute story. And, there is only one song in the ""Sing A Long"". I really liked Thomas stories after watching them on PBS with my daughter. Next time, I will try to find those stories on video. They actually last about 15 minutes and do not involve mindless prattle from people I don't know.",Extremely Disappointed with this video
1,"This is a DVD with footage of a ""Come Out and Meet Thomas"" day mixed in between the episodes. Sort fo a promotional piece to be honest. Still decent enough to rent. The DVD extras are limited and not very good. My son seems to like it o kay but it gets pushed aside for more interactive stuff to be found on Sodor Celebration. There is also a ton of toys shown during the ""party/interview"" footage which can be a good or bad thing depending on how much you need to control that sort of thing with your child. Also I for one get annoyed at the interviewes not sure why they just annoy me. This production has the feel of an old VHS video copied to DVD without much added to it. I wouldn't throw it out but I wouldn't buy it either.",Just so-so
1,"I bought this thinking it would be packed with Thomas stories. Turns out there are only ten, which is a typical Thomas DVD. However, between each story, it also has interviews with parents and their kids about what they like about Thomas. As I parent, I'm not interested in this, and I know that my 3 year old would rather watch Thomas than a bunch of strangers any day. Plus, the sing-along section has one song. One. We have other Thomas videos that has at least 4, and they aren't special DVD's, just normal Thomas collections. I wouldn't recommend this to anyone, if you are looking for solely Thomas stories and can find other collections.","More than Thomas, Not Geared Toward Children As Much"
1,"Unless I missed something, there are only one or two actual episodes on this DVD. The rest is a long commercial for the Thomas the Train centers and an ode to Ms. Allcroft. Waste of money.",A long promo for the Thomas center(s)
1,Has too many interviews with people at the Live THomas day in Penn. My kids were annoyed and hated this DVD.,Poor DVD
1,"My 2 year old son is huge Thomas fan. This DVD has long introductions to each story in which children and adults are interviewed - my son couldn't care less. He just wants to see trains! We have a portable DVD player, and it is a big pain to try to fast forward past these introductions, and he (and I) just ends up frustrated. My advice - pick another DVD.",My Son finds it annoying
1,"All the interspersed kid and parent interviews where they talk about all the trains they have just feels like a thinly disguised effort to sell more product.It's also AWFULLY frustrating that you can't jut buy the DVD Series here as you can in the UK, but have to make do with compilations where there are invariably episode duplications.*sigh*",Feels like a commercial...
